Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	NZ_CP007636.1	79627	80769	+	blaCMY-2	extended-spectrum class C beta-lactamase CMY-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	381	381	100.00	100.00	381	WP_000976514.1	extended-spectrum class C beta-lactamase CMY-2	NA	NA
NA	NZ_CP007636.1	133382	133831	+	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.00	100.00	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NA	NA
NA	NZ_CP007636.1	133967	134437	+	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_001749985.1	trimethoprim-resistant dihydrofolate reductase DfrA27	NA	NA
NA	NZ_CP007636.1	134621	135427	+	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	269	281	95.73	100.00	269	WP_001749984.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	NA	NA
NA	NZ_CP007636.1	137530	137874	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP007636.1	137871	138707	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP007636.1	141155	142027	+	blaCTX-M-2	extended-spectrum class A beta-lactamase CTX-M-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_025368620.1	extended-spectrum class A beta-lactamase CTX-M-2	NA	NA
NA	NZ_CP007636.1	143114	143458	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP007636.1	143455	144291	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP007636.1	150935	151837	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
NA	NZ_CP012997.1	913345	913971	-	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP012998.1	1160172	1161293	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	374	374	100.00	99.73	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP012998.1	1173280	1174098	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	98.90	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP012998.1	1174103	1174336	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP012998.1	1174323	1175990	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.74	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP010811.1	1341025	1342692	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.56	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP010811.1	1342679	1342912	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP010811.1	1342917	1343735	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	99.63	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP010811.1	1355737	1356858	-	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	374	374	100.00	99.47	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP010812.1	2389225	2390346	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	374	374	100.00	99.20	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP010812.1	2402325	2403143	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	97.44	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP010812.1	2403148	2403381	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP010812.1	2403368	2405035	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.02	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_LT907989.1	1674334	1675455	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_LT907989.1	1687457	1688275	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_LT907989.1	1688280	1688513	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_LT907989.1	1688500	1690167	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_LT907990.1	315307	315933	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013013.1	914542	915168	-	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013014.1	1160339	1161460	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	374	374	100.00	99.73	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013014.1	1173447	1174265	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	98.90	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013014.1	1174270	1174503	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013014.1	1174490	1176157	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.74	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013301.1	1681540	1682661	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013301.1	1694663	1695481	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013301.1	1695486	1695719	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013301.1	1695706	1697373	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013302.1	313959	314585	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013311.1	1677596	1678717	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013311.1	1690719	1691537	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013311.1	1691542	1691775	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013311.1	1691762	1693429	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.56	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013312.1	695612	696238	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	209	209	100.00	99.52	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013303.1	1678710	1679831	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013303.1	1691833	1692651	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013303.1	1692656	1692889	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013303.1	1692876	1694543	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013304.1	314001	314627	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013305.1	1678727	1679848	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013305.1	1691850	1692668	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013305.1	1692673	1692906	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013305.1	1692893	1694560	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013306.1	314006	314632	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013307.1	1252038	1253159	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013307.1	1265147	1265965	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013307.1	1265970	1266203	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013307.1	1266190	1267857	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.56	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013309.1	229176	230843	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013309.1	230830	231063	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013309.1	231068	231886	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013309.1	243888	245009	-	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013310.1	444799	445425	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP013317.1	1656214	1657335	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013317.1	1669337	1670155	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013317.1	1670160	1670393	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013317.1	1670380	1672047	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.56	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013319.1	1690029	1691150	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013319.1	1703152	1703970	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013319.1	1703975	1704208	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013319.1	1704195	1705862	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.56	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013315.1	1424373	1426040	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.56	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013315.1	1426027	1426260	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013315.1	1426265	1427083	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013315.1	1439085	1440206	-	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013313.1	1675545	1676666	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP013313.1	1688668	1689486	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP013313.1	1689491	1689724	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP013313.1	1689711	1691378	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP013314.1	313965	314591	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP020407.2	868916	869542	-	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP020408.2	849903	851570	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
