Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	NZ_CP060047.1	2495330	2495791	+	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.26	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_AP026552.1	2537432	2537893	-	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.91	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_AP026552.1	2594131	2594943	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
NA	NZ_AP026552.1	2600184	2601383	+	tet(59)	tetracycline efflux MFS transporter Tet(59)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	400	400	100.00	100.00	400	WP_001031679.1	tetracycline efflux MFS transporter Tet(59)	NA	NA
NA	NZ_AP026554.1	282979	283632	+	qnrS2	quinolone resistance pentapeptide repeat protein QnrS2	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_012537714.1	quinolone resistance pentapeptide repeat protein QnrS2	NA	NA
NA	NZ_AP026554.1	289948	290820	-	blaCTX-M-55	extended-spectrum class A beta-lactamase CTX-M-55	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_015387340.1	extended-spectrum class A beta-lactamase CTX-M-55	NA	NA
NA	NZ_CP118438.1	2569696	2570157	+	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.91	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_CP126698.1	678945	679406	+	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.91	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_CP134783.1	736158	736619	+	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.91	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_CP134785.1	25978	27189	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.75	404	WP_000214122.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
NA	NZ_CP134785.1	27795	28991	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP134785.1	30330	31163	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
NA	NZ_CP134785.1	31166	31966	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
NA	NZ_CP134785.1	32030	32842	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
NA	NZ_CP150831.1	2133861	2134322	-	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.26	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_CP151937.1	2688345	2688806	-	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.91	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
NA	NZ_CP041683.1	735804	736265	+	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	154	154	100.00	90.26	154	WP_005592781.1	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA
